metric,metric_display,test,trend,aspect,total_strata,combined_z_stat,two_tailed_p,one_sided_p_value,supports_expected,expected_direction,finding,scenario,example_count,model_id,model_name,jt_statistic,jt_pvalue,rule_count
tool_coverage,Tool Coverage,jonckheere_terpstra,example_count,example_count_vs_tool_coverage,,,,,False,increasing,No significant monotonic increasing trend detected (p=0.759).,1.0,,-4,gpt-oss (20.9 B),3.5,0.7591204397801099,9.0
tool_coverage,Tool Coverage,jonckheere_terpstra,example_count,example_count_vs_tool_coverage,,,,,False,increasing,No significant monotonic increasing trend detected (p=0.493).,1.0,,-1,llama 3.2 (3.2 B),2.5,0.4927536231884058,10.0
tool_coverage,Tool Coverage,jonckheere_terpstra,example_count,example_count_vs_tool_coverage,,,,,False,increasing,No significant monotonic increasing trend detected (p=0.259).,1.0,,-3,mistral-nemo (12.2 B),1.5,0.2593703148425787,10.0
tool_coverage,Tool Coverage,jonckheere_terpstra,example_count,example_count_vs_tool_coverage,,,,,False,increasing,No significant monotonic increasing trend detected (p=0.254).,1.0,,-4,gpt-oss (20.9 B),1.5,0.2543728135932034,10.0
tool_coverage,Tool Coverage,jonckheere_terpstra,example_count,example_count_vs_tool_coverage,,,,,False,increasing,No significant monotonic increasing trend detected (p=0.26).,1.0,,-2,llama 3.1 (8 B),1.5,0.25987006496751625,11.0
tool_coverage,Tool Coverage,jonckheere_terpstra,example_count,example_count_vs_tool_coverage,,,,,False,increasing,No significant monotonic increasing trend detected (p=0.257).,1.0,,-3,mistral-nemo (12.2 B),1.5,0.25737131434282856,11.0
tool_coverage,Tool Coverage,jonckheere_terpstra,example_count,example_count_vs_tool_coverage,,,,,False,increasing,No significant monotonic increasing trend detected (p=0.238).,1.0,,-4,gpt-oss (20.9 B),1.5,0.23788105947026486,11.0
tool_coverage,Tool Coverage,jonckheere_terpstra,example_count,example_count_vs_tool_coverage,,,,,False,increasing,No significant monotonic increasing trend detected (p=0.171).,1.0,,-2,llama 3.1 (8 B),1.0,0.17091454272863568,12.0
tool_coverage,Tool Coverage,jonckheere_terpstra,example_count,example_count_vs_tool_coverage,,,,,False,increasing,No significant monotonic increasing trend detected (p=0.256).,1.0,,-3,mistral-nemo (12.2 B),1.5,0.2563718140929535,12.0
tool_coverage,Tool Coverage,jonckheere_terpstra,example_count,example_count_vs_tool_coverage,,,,,False,increasing,No significant monotonic increasing trend detected (p=0.499).,1.0,,-4,gpt-oss (20.9 B),2.5,0.4987506246876562,12.0
tool_coverage,Tool Coverage,jonckheere_terpstra,example_count,example_count_vs_tool_coverage,,,,,False,increasing,No significant monotonic increasing trend detected (p=0.248).,1.0,,-3,mistral-nemo (12.2 B),1.5,0.2478760619690155,13.0
tool_coverage,Tool Coverage,jonckheere_terpstra,example_count,example_count_vs_tool_coverage,,,,,False,increasing,No significant monotonic increasing trend detected (p=0.25).,2.0,,-1,llama 3.2 (3.2 B),1.5,0.24987506246876562,1.0
tool_coverage,Tool Coverage,jonckheere_terpstra,example_count,example_count_vs_tool_coverage,,,,,False,increasing,No significant monotonic increasing trend detected (p=0.239).,2.0,,-2,llama 3.1 (8 B),1.5,0.23888055972013994,1.0
tool_coverage,Tool Coverage,jonckheere_terpstra,example_count,example_count_vs_tool_coverage,,,,,False,increasing,No significant monotonic increasing trend detected (p=0.259).,2.0,,-3,mistral-nemo (12.2 B),1.5,0.2593703148425787,1.0
tool_coverage,Tool Coverage,jonckheere_terpstra,example_count,example_count_vs_tool_coverage,,,,,False,increasing,No significant monotonic increasing trend detected (p=0.249).,2.0,,-4,gpt-oss (20.9 B),1.5,0.24887556221889057,1.0
tool_coverage,Tool Coverage,jonckheere_terpstra,example_count,example_count_vs_tool_coverage,,,,,False,increasing,No significant monotonic increasing trend detected (p=0.262).,2.0,,-1,llama 3.2 (3.2 B),1.5,0.26186906546726635,2.0
tool_coverage,Tool Coverage,jonckheere_terpstra,example_count,example_count_vs_tool_coverage,,,,,False,increasing,No significant monotonic increasing trend detected (p=0.26).,2.0,,-2,llama 3.1 (8 B),1.5,0.25987006496751625,2.0
tool_coverage,Tool Coverage,jonckheere_terpstra,example_count,example_count_vs_tool_coverage,,,,,False,increasing,No significant monotonic increasing trend detected (p=0.168).,2.0,,-4,gpt-oss (20.9 B),1.0,0.1679160419790105,2.0
tool_coverage,Tool Coverage,jonckheere_terpstra,example_count,example_count_vs_tool_coverage,,,,,False,increasing,No significant monotonic increasing trend detected (p=0.262).,2.0,,-1,llama 3.2 (3.2 B),1.5,0.26186906546726635,3.0
tool_coverage,Tool Coverage,jonckheere_terpstra,example_count,example_count_vs_tool_coverage,,,,,False,increasing,No significant monotonic increasing trend detected (p=0.752).,2.0,,-2,llama 3.1 (8 B),3.5,0.7521239380309845,3.0
tool_coverage,Tool Coverage,jonckheere_terpstra,example_count,example_count_vs_tool_coverage,,,,,False,increasing,No significant monotonic increasing trend detected (p=0.172).,2.0,,-4,gpt-oss (20.9 B),1.0,0.17191404297851073,3.0
tool_coverage,Tool Coverage,jonckheere_terpstra,example_count,example_count_vs_tool_coverage,,,,,False,increasing,No significant monotonic increasing trend detected (p=0.247).,2.0,,-1,llama 3.2 (3.2 B),1.5,0.24737631184407796,4.0
tool_coverage,Tool Coverage,jonckheere_terpstra,example_count,example_count_vs_tool_coverage,,,,,False,increasing,No significant monotonic increasing trend detected (p=0.25).,2.0,,-2,llama 3.1 (8 B),1.5,0.24987506246876562,4.0
tool_coverage,Tool Coverage,jonckheere_terpstra,example_count,example_count_vs_tool_coverage,,,,,False,increasing,No significant monotonic increasing trend detected (p=0.249).,2.0,,-3,mistral-nemo (12.2 B),1.5,0.2493753123438281,4.0
tool_coverage,Tool Coverage,jonckheere_terpstra,example_count,example_count_vs_tool_coverage,,,,,False,increasing,No significant monotonic increasing trend detected (p=0.245).,2.0,,-4,gpt-oss (20.9 B),1.5,0.24537731134432783,4.0
tool_coverage,Tool Coverage,jonckheere_terpstra,example_count,example_count_vs_tool_coverage,,,,,False,increasing,No significant monotonic increasing trend detected (p=0.244).,2.0,,-1,llama 3.2 (3.2 B),1.5,0.24437781109445278,5.0
tool_coverage,Tool Coverage,jonckheere_terpstra,example_count,example_count_vs_tool_coverage,,,,,False,increasing,No significant monotonic increasing trend detected (p=0.235).,2.0,,-4,gpt-oss (20.9 B),1.5,0.2353823088455772,5.0
tool_coverage,Tool Coverage,jonckheere_terpstra,example_count,example_count_vs_tool_coverage,,,,,False,increasing,No significant monotonic increasing trend detected (p=0.248).,2.0,,-1,llama 3.2 (3.2 B),1.5,0.2478760619690155,6.0
tool_coverage,Tool Coverage,jonckheere_terpstra,example_count,example_count_vs_tool_coverage,,,,,False,increasing,No significant monotonic increasing trend detected (p=0.259).,2.0,,-4,gpt-oss (20.9 B),1.5,0.2593703148425787,6.0
tool_coverage,Tool Coverage,jonckheere_terpstra,example_count,example_count_vs_tool_coverage,,,,,False,increasing,No significant monotonic increasing trend detected (p=0.256).,2.0,,-1,llama 3.2 (3.2 B),1.5,0.255872063968016,7.0
tool_coverage,Tool Coverage,jonckheere_terpstra,example_count,example_count_vs_tool_coverage,,,,,False,increasing,No significant monotonic increasing trend detected (p=0.167).,2.0,,-4,gpt-oss (20.9 B),1.0,0.16691654172913542,7.0
tool_coverage,Tool Coverage,jonckheere_terpstra,example_count,example_count_vs_tool_coverage,,,,,False,increasing,No significant monotonic increasing trend detected (p=0.238).,2.0,,-3,mistral-nemo (12.2 B),1.5,0.23788105947026486,8.0
tool_coverage,Tool Coverage,jonckheere_terpstra,example_count,example_count_vs_tool_coverage,,,,,False,increasing,No significant monotonic increasing trend detected (p=0.158).,2.0,,-4,gpt-oss (20.9 B),1.0,0.15792103948025987,8.0
tool_coverage,Tool Coverage,jonckheere_terpstra,example_count,example_count_vs_tool_coverage,,,,,False,increasing,No significant monotonic increasing trend detected (p=0.272).,2.0,,-1,llama 3.2 (3.2 B),1.5,0.271864067966017,9.0
tool_coverage,Tool Coverage,jonckheere_terpstra,example_count,example_count_vs_tool_coverage,,,,,False,increasing,No significant monotonic increasing trend detected (p=0.172).,2.0,,-4,gpt-oss (20.9 B),1.0,0.1724137931034483,9.0
tool_coverage,Tool Coverage,jonckheere_terpstra,example_count,example_count_vs_tool_coverage,,,,,False,increasing,No significant monotonic increasing trend detected (p=0.235).,2.0,,-1,llama 3.2 (3.2 B),1.5,0.23488255872063968,10.0
tool_coverage,Tool Coverage,jonckheere_terpstra,example_count,example_count_vs_tool_coverage,,,,,False,increasing,No significant monotonic increasing trend detected (p=0.251).,2.0,,-3,mistral-nemo (12.2 B),1.5,0.25087456271864067,10.0
tool_coverage,Tool Coverage,jonckheere_terpstra,example_count,example_count_vs_tool_coverage,,,,,False,increasing,No significant monotonic increasing trend detected (p=0.254).,2.0,,-4,gpt-oss (20.9 B),1.5,0.2543728135932034,10.0
tool_coverage,Tool Coverage,jonckheere_terpstra,example_count,example_count_vs_tool_coverage,,,,,False,increasing,No significant monotonic increasing trend detected (p=0.251).,2.0,,-1,llama 3.2 (3.2 B),1.5,0.25087456271864067,11.0
tool_coverage,Tool Coverage,jonckheere_terpstra,example_count,example_count_vs_tool_coverage,,,,,False,increasing,No significant monotonic increasing trend detected (p=0.481).,2.0,,-2,llama 3.1 (8 B),2.5,0.48125937031484256,11.0
tool_coverage,Tool Coverage,jonckheere_terpstra,example_count,example_count_vs_tool_coverage,,,,,False,increasing,No significant monotonic increasing trend detected (p=0.252).,2.0,,-3,mistral-nemo (12.2 B),1.5,0.25237381309345325,11.0
tool_coverage,Tool Coverage,jonckheere_terpstra,example_count,example_count_vs_tool_coverage,,,,,False,increasing,No significant monotonic increasing trend detected (p=0.343).,2.0,,-4,gpt-oss (20.9 B),2.0,0.34332833583208394,11.0
tool_coverage,Tool Coverage,jonckheere_terpstra,example_count,example_count_vs_tool_coverage,,,,,False,increasing,No significant monotonic increasing trend detected (p=0.246).,2.0,,-1,llama 3.2 (3.2 B),1.5,0.2463768115942029,12.0
tool_coverage,Tool Coverage,jonckheere_terpstra,example_count,example_count_vs_tool_coverage,,,,,False,increasing,No significant monotonic increasing trend detected (p=0.241).,2.0,,-2,llama 3.1 (8 B),1.5,0.2413793103448276,12.0
tool_coverage,Tool Coverage,jonckheere_terpstra,example_count,example_count_vs_tool_coverage,,,,,False,increasing,No significant monotonic increasing trend detected (p=0.261).,2.0,,-3,mistral-nemo (12.2 B),1.5,0.2613693153423288,12.0
tool_coverage,Tool Coverage,jonckheere_terpstra,example_count,example_count_vs_tool_coverage,,,,,False,increasing,No significant monotonic increasing trend detected (p=0.258).,2.0,,-4,gpt-oss (20.9 B),1.5,0.25837081459270367,12.0
tool_coverage,Tool Coverage,jonckheere_terpstra,example_count,example_count_vs_tool_coverage,,,,,False,increasing,No significant monotonic increasing trend detected (p=0.259).,2.0,,-1,llama 3.2 (3.2 B),1.5,0.2593703148425787,13.0
tool_coverage,Tool Coverage,jonckheere_terpstra,example_count,example_count_vs_tool_coverage,,,,,False,increasing,No significant monotonic increasing trend detected (p=0.249).,2.0,,-3,mistral-nemo (12.2 B),1.5,0.24887556221889057,13.0
tool_coverage,Tool Coverage,jonckheere_terpstra,example_count,example_count_vs_tool_coverage,,,,,False,increasing,No significant monotonic increasing trend detected (p=0.514).,2.0,,-4,gpt-oss (20.9 B),2.5,0.5137431284357821,13.0
edge_coverage,Dependency Coverage,spearman_meta,rule_count,rule_count_vs_edge_coverage,24.0,0.46967313073142425,0.6385885674620069,0.31929428373100344,False,increasing,No significant evidence of increasing Dependency Coverage with more rules,,,,,,,
edge_coverage,Dependency Coverage,spearman_meta,example_count,example_count_vs_edge_coverage,94.0,8.713342919853769,2.9504241272389688e-18,1.4752120636194844e-18,True,increasing,Combined correlation supports increasing Dependency Coverage with more examples,,,,,,,
edge_coverage,Dependency Coverage,jonckheere_terpstra,rule_count,rule_count_vs_edge_coverage,,,,,False,increasing,No significant monotonic increasing trend detected (p=0.922).,1.0,0.0,-2,llama 3.1 (8 B),48.0,0.9220389805097451,
edge_coverage,Dependency Coverage,jonckheere_terpstra,rule_count,rule_count_vs_edge_coverage,,,,,False,increasing,No significant monotonic increasing trend detected (p=0.934).,1.0,0.0,-3,mistral-nemo (12.2 B),49.0,0.9340329835082459,
edge_coverage,Dependency Coverage,jonckheere_terpstra,rule_count,rule_count_vs_edge_coverage,,,,,False,increasing,No significant monotonic increasing trend detected (p=0.393).,1.0,0.0,-4,gpt-oss (20.9 B),37.0,0.3933033483258371,
edge_coverage,Dependency Coverage,jonckheere_terpstra,rule_count,rule_count_vs_edge_coverage,,,,,False,increasing,No significant monotonic increasing trend detected (p=0.769).,1.0,1.0,-1,llama 3.2 (3.2 B),42.0,0.7691154422788605,
edge_coverage,Dependency Coverage,jonckheere_terpstra,rule_count,rule_count_vs_edge_coverage,,,,,False,increasing,No significant monotonic increasing trend detected (p=0.844).,1.0,1.0,-4,gpt-oss (20.9 B),43.0,0.8440779610194903,
edge_coverage,Dependency Coverage,jonckheere_terpstra,rule_count,rule_count_vs_edge_coverage,,,,,False,increasing,No significant monotonic increasing trend detected (p=0.969).,1.0,2.0,-1,llama 3.2 (3.2 B),50.0,0.9685157421289355,
edge_coverage,Dependency Coverage,jonckheere_terpstra,rule_count,rule_count_vs_edge_coverage,,,,,False,increasing,No significant monotonic increasing trend detected (p=0.376).,1.0,2.0,-2,llama 3.1 (8 B),37.0,0.37631184407796103,
edge_coverage,Dependency Coverage,jonckheere_terpstra,rule_count,rule_count_vs_edge_coverage,,,,,False,increasing,No significant monotonic increasing trend detected (p=0.368).,1.0,2.0,-3,mistral-nemo (12.2 B),37.0,0.367816091954023,
edge_coverage,Dependency Coverage,jonckheere_terpstra,rule_count,rule_count_vs_edge_coverage,,,,,False,increasing,No significant monotonic increasing trend detected (p=0.923).,1.0,2.0,-4,gpt-oss (20.9 B),44.0,0.9230384807596201,
edge_coverage,Dependency Coverage,jonckheere_terpstra,rule_count,rule_count_vs_edge_coverage,,,,,True,increasing,Evidence for increasing Dependency Coverage (Recall) with higher rule count (p=0.0145).,1.0,3.0,-2,llama 3.1 (8 B),28.0,0.014492753623188406,
edge_coverage,Dependency Coverage,jonckheere_terpstra,rule_count,rule_count_vs_edge_coverage,,,,,False,increasing,No significant monotonic increasing trend detected (p=0.742).,1.0,3.0,-4,gpt-oss (20.9 B),42.0,0.7416291854072964,
edge_coverage,Dependency Coverage,jonckheere_terpstra,rule_count,rule_count_vs_edge_coverage,,,,,False,increasing,No significant monotonic increasing trend detected (p=0.944).,2.0,0.0,-1,llama 3.2 (3.2 B),48.0,0.9440279860069966,
edge_coverage,Dependency Coverage,jonckheere_terpstra,rule_count,rule_count_vs_edge_coverage,,,,,False,increasing,No significant monotonic increasing trend detected (p=0.125).,2.0,0.0,-2,llama 3.1 (8 B),30.0,0.12493753123438281,
edge_coverage,Dependency Coverage,jonckheere_terpstra,rule_count,rule_count_vs_edge_coverage,,,,,False,increasing,No significant monotonic increasing trend detected (p=0.979).,2.0,0.0,-3,mistral-nemo (12.2 B),50.0,0.9790104947526237,
edge_coverage,Dependency Coverage,jonckheere_terpstra,rule_count,rule_count_vs_edge_coverage,,,,,False,increasing,No significant monotonic increasing trend detected (p=0.069).,2.0,0.0,-4,gpt-oss (20.9 B),33.0,0.06896551724137931,
edge_coverage,Dependency Coverage,jonckheere_terpstra,rule_count,rule_count_vs_edge_coverage,,,,,True,increasing,Evidence for increasing Dependency Coverage (Recall) with higher rule count (p=0.0115).,2.0,1.0,-1,llama 3.2 (3.2 B),21.0,0.011494252873563218,
edge_coverage,Dependency Coverage,jonckheere_terpstra,rule_count,rule_count_vs_edge_coverage,,,,,False,increasing,No significant monotonic increasing trend detected (p=0.237).,2.0,1.0,-2,llama 3.1 (8 B),33.0,0.23738130934532733,
edge_coverage,Dependency Coverage,jonckheere_terpstra,rule_count,rule_count_vs_edge_coverage,,,,,False,increasing,No significant monotonic increasing trend detected (p=0.836).,2.0,1.0,-3,mistral-nemo (12.2 B),46.0,0.8360819590204898,
edge_coverage,Dependency Coverage,jonckheere_terpstra,rule_count,rule_count_vs_edge_coverage,,,,,False,increasing,No significant monotonic increasing trend detected (p=0.516).,2.0,1.0,-4,gpt-oss (20.9 B),39.0,0.5157421289355323,
edge_coverage,Dependency Coverage,jonckheere_terpstra,rule_count,rule_count_vs_edge_coverage,,,,,False,increasing,No significant monotonic increasing trend detected (p=0.083).,2.0,2.0,-1,llama 3.2 (3.2 B),31.0,0.08295852073963018,
edge_coverage,Dependency Coverage,jonckheere_terpstra,rule_count,rule_count_vs_edge_coverage,,,,,False,increasing,No significant monotonic increasing trend detected (p=0.233).,2.0,2.0,-2,llama 3.1 (8 B),35.0,0.23288355822088955,
edge_coverage,Dependency Coverage,jonckheere_terpstra,rule_count,rule_count_vs_edge_coverage,,,,,False,increasing,No significant monotonic increasing trend detected (p=0.855).,2.0,2.0,-4,gpt-oss (20.9 B),43.0,0.855072463768116,
edge_coverage,Dependency Coverage,jonckheere_terpstra,rule_count,rule_count_vs_edge_coverage,,,,,True,increasing,Evidence for increasing Dependency Coverage (Recall) with higher rule count (p=0.0435).,2.0,3.0,-1,llama 3.2 (3.2 B),27.0,0.043478260869565216,
edge_coverage,Dependency Coverage,jonckheere_terpstra,rule_count,rule_count_vs_edge_coverage,,,,,False,increasing,No significant monotonic increasing trend detected (p=0.0845).,2.0,3.0,-4,gpt-oss (20.9 B),33.0,0.08445777111444278,
edge_coverage,Dependency Coverage,jonckheere_terpstra,example_count,example_count_vs_edge_coverage,,,,,False,increasing,No significant monotonic increasing trend detected (p=1).,1.0,,-2,llama 3.1 (8 B),4.5,1.0,1.0
edge_coverage,Dependency Coverage,jonckheere_terpstra,example_count,example_count_vs_edge_coverage,,,,,False,increasing,No significant monotonic increasing trend detected (p=0.249).,1.0,,-4,gpt-oss (20.9 B),1.5,0.2493753123438281,1.0
edge_coverage,Dependency Coverage,jonckheere_terpstra,example_count,example_count_vs_edge_coverage,,,,,False,increasing,No significant monotonic increasing trend detected (p=0.752).,1.0,,-1,llama 3.2 (3.2 B),3.5,0.7521239380309845,2.0
edge_coverage,Dependency Coverage,jonckheere_terpstra,example_count,example_count_vs_edge_coverage,,,,,False,increasing,No significant monotonic increasing trend detected (p=0.255).,1.0,,-3,mistral-nemo (12.2 B),1.5,0.25537231384307846,2.0
edge_coverage,Dependency Coverage,jonckheere_terpstra,example_count,example_count_vs_edge_coverage,,,,,False,increasing,No significant monotonic increasing trend detected (p=0.164).,1.0,,-4,gpt-oss (20.9 B),1.0,0.16441779110444776,2.0
edge_coverage,Dependency Coverage,jonckheere_terpstra,example_count,example_count_vs_edge_coverage,,,,,False,increasing,No significant monotonic increasing trend detected (p=0.749).,1.0,,-1,llama 3.2 (3.2 B),3.5,0.7486256871564217,3.0
edge_coverage,Dependency Coverage,jonckheere_terpstra,example_count,example_count_vs_edge_coverage,,,,,False,increasing,No significant monotonic increasing trend detected (p=0.247).,1.0,,-2,llama 3.1 (8 B),1.5,0.24737631184407796,3.0
edge_coverage,Dependency Coverage,jonckheere_terpstra,example_count,example_count_vs_edge_coverage,,,,,False,increasing,No significant monotonic increasing trend detected (p=0.337).,1.0,,-4,gpt-oss (20.9 B),2.0,0.33683158420789605,3.0
edge_coverage,Dependency Coverage,jonckheere_terpstra,example_count,example_count_vs_edge_coverage,,,,,False,increasing,No significant monotonic increasing trend detected (p=0.664).,1.0,,-2,llama 3.1 (8 B),3.0,0.6636681659170415,4.0
edge_coverage,Dependency Coverage,jonckheere_terpstra,example_count,example_count_vs_edge_coverage,,,,,False,increasing,No significant monotonic increasing trend detected (p=0.256).,1.0,,-3,mistral-nemo (12.2 B),1.5,0.255872063968016,4.0
edge_coverage,Dependency Coverage,jonckheere_terpstra,example_count,example_count_vs_edge_coverage,,,,,False,increasing,No significant monotonic increasing trend detected (p=1).,1.0,,-4,gpt-oss (20.9 B),4.5,1.0,4.0
edge_coverage,Dependency Coverage,jonckheere_terpstra,example_count,example_count_vs_edge_coverage,,,,,False,increasing,No significant monotonic increasing trend detected (p=0.667).,1.0,,-2,llama 3.1 (8 B),3.0,0.6666666666666666,5.0
edge_coverage,Dependency Coverage,jonckheere_terpstra,example_count,example_count_vs_edge_coverage,,,,,False,increasing,No significant monotonic increasing trend detected (p=0.755).,1.0,,-3,mistral-nemo (12.2 B),3.5,0.7546226886556722,5.0
edge_coverage,Dependency Coverage,jonckheere_terpstra,example_count,example_count_vs_edge_coverage,,,,,False,increasing,No significant monotonic increasing trend detected (p=0.262).,1.0,,-4,gpt-oss (20.9 B),1.5,0.26186906546726635,5.0
edge_coverage,Dependency Coverage,jonckheere_terpstra,example_count,example_count_vs_edge_coverage,,,,,False,increasing,No significant monotonic increasing trend detected (p=0.759).,1.0,,-1,llama 3.2 (3.2 B),3.5,0.7591204397801099,6.0
edge_coverage,Dependency Coverage,jonckheere_terpstra,example_count,example_count_vs_edge_coverage,,,,,False,increasing,No significant monotonic increasing trend detected (p=0.248).,1.0,,-2,llama 3.1 (8 B),1.5,0.248375812093953,6.0
edge_coverage,Dependency Coverage,jonckheere_terpstra,example_count,example_count_vs_edge_coverage,,,,,False,increasing,No significant monotonic increasing trend detected (p=0.254).,1.0,,-4,gpt-oss (20.9 B),1.5,0.2543728135932034,6.0
edge_coverage,Dependency Coverage,jonckheere_terpstra,example_count,example_count_vs_edge_coverage,,,,,False,increasing,No significant monotonic increasing trend detected (p=0.76).,1.0,,-1,llama 3.2 (3.2 B),3.5,0.7596201899050474,7.0
edge_coverage,Dependency Coverage,jonckheere_terpstra,example_count,example_count_vs_edge_coverage,,,,,False,increasing,No significant monotonic increasing trend detected (p=0.261).,1.0,,-2,llama 3.1 (8 B),1.5,0.2608695652173913,7.0
edge_coverage,Dependency Coverage,jonckheere_terpstra,example_count,example_count_vs_edge_coverage,,,,,False,increasing,No significant monotonic increasing trend detected (p=0.751).,1.0,,-3,mistral-nemo (12.2 B),3.5,0.750624687656172,7.0
edge_coverage,Dependency Coverage,jonckheere_terpstra,example_count,example_count_vs_edge_coverage,,,,,False,increasing,No significant monotonic increasing trend detected (p=0.26).,1.0,,-4,gpt-oss (20.9 B),1.5,0.25987006496751625,7.0
edge_coverage,Dependency Coverage,jonckheere_terpstra,example_count,example_count_vs_edge_coverage,,,,,False,increasing,No significant monotonic increasing trend detected (p=0.745).,1.0,,-1,llama 3.2 (3.2 B),3.5,0.7446276861569215,8.0
edge_coverage,Dependency Coverage,jonckheere_terpstra,example_count,example_count_vs_edge_coverage,,,,,False,increasing,No significant monotonic increasing trend detected (p=0.266).,1.0,,-2,llama 3.1 (8 B),1.5,0.2658670664667666,8.0
edge_coverage,Dependency Coverage,jonckheere_terpstra,example_count,example_count_vs_edge_coverage,,,,,False,increasing,No significant monotonic increasing trend detected (p=0.246).,1.0,,-4,gpt-oss (20.9 B),1.5,0.24587706146926536,8.0
edge_coverage,Dependency Coverage,jonckheere_terpstra,example_count,example_count_vs_edge_coverage,,,,,False,increasing,No significant monotonic increasing trend detected (p=0.745).,1.0,,-1,llama 3.2 (3.2 B),3.5,0.7446276861569215,9.0
edge_coverage,Dependency Coverage,jonckheere_terpstra,example_count,example_count_vs_edge_coverage,,,,,False,increasing,No significant monotonic increasing trend detected (p=0.484).,1.0,,-2,llama 3.1 (8 B),2.5,0.48425787106446777,9.0
edge_coverage,Dependency Coverage,jonckheere_terpstra,example_count,example_count_vs_edge_coverage,,,,,False,increasing,No significant monotonic increasing trend detected (p=0.24).,1.0,,-4,gpt-oss (20.9 B),1.5,0.239880059970015,9.0
edge_coverage,Dependency Coverage,jonckheere_terpstra,example_count,example_count_vs_edge_coverage,,,,,False,increasing,No significant monotonic increasing trend detected (p=0.675).,1.0,,-1,llama 3.2 (3.2 B),3.0,0.6746626686656672,10.0
edge_coverage,Dependency Coverage,jonckheere_terpstra,example_count,example_count_vs_edge_coverage,,,,,False,increasing,No significant monotonic increasing trend detected (p=0.252).,1.0,,-2,llama 3.1 (8 B),1.5,0.2518740629685157,10.0
edge_coverage,Dependency Coverage,jonckheere_terpstra,example_count,example_count_vs_edge_coverage,,,,,False,increasing,No significant monotonic increasing trend detected (p=0.26).,1.0,,-3,mistral-nemo (12.2 B),1.5,0.25987006496751625,10.0
edge_coverage,Dependency Coverage,jonckheere_terpstra,example_count,example_count_vs_edge_coverage,,,,,False,increasing,No significant monotonic increasing trend detected (p=0.233).,1.0,,-4,gpt-oss (20.9 B),1.5,0.23288355822088955,10.0
edge_coverage,Dependency Coverage,jonckheere_terpstra,example_count,example_count_vs_edge_coverage,,,,,False,increasing,No significant monotonic increasing trend detected (p=0.741).,1.0,,-1,llama 3.2 (3.2 B),3.5,0.7406296851574213,11.0
edge_coverage,Dependency Coverage,jonckheere_terpstra,example_count,example_count_vs_edge_coverage,,,,,False,increasing,No significant monotonic increasing trend detected (p=0.243).,1.0,,-2,llama 3.1 (8 B),1.5,0.2433783108445777,11.0
edge_coverage,Dependency Coverage,jonckheere_terpstra,example_count,example_count_vs_edge_coverage,,,,,False,increasing,No significant monotonic increasing trend detected (p=0.252).,1.0,,-3,mistral-nemo (12.2 B),1.5,0.2518740629685157,11.0
edge_coverage,Dependency Coverage,jonckheere_terpstra,example_count,example_count_vs_edge_coverage,,,,,False,increasing,No significant monotonic increasing trend detected (p=0.24).,1.0,,-4,gpt-oss (20.9 B),1.5,0.24037981009495252,11.0
edge_coverage,Dependency Coverage,jonckheere_terpstra,example_count,example_count_vs_edge_coverage,,,,,False,increasing,No significant monotonic increasing trend detected (p=0.752).,1.0,,-1,llama 3.2 (3.2 B),3.5,0.7521239380309845,12.0
edge_coverage,Dependency Coverage,jonckheere_terpstra,example_count,example_count_vs_edge_coverage,,,,,False,increasing,No significant monotonic increasing trend detected (p=0.252).,1.0,,-2,llama 3.1 (8 B),1.5,0.25237381309345325,12.0
edge_coverage,Dependency Coverage,jonckheere_terpstra,example_count,example_count_vs_edge_coverage,,,,,False,increasing,No significant monotonic increasing trend detected (p=0.245).,1.0,,-3,mistral-nemo (12.2 B),1.5,0.24537731134432783,12.0
edge_coverage,Dependency Coverage,jonckheere_terpstra,example_count,example_count_vs_edge_coverage,,,,,False,increasing,No significant monotonic increasing trend detected (p=0.646).,1.0,,-4,gpt-oss (20.9 B),3.0,0.6456771614192903,12.0
edge_coverage,Dependency Coverage,jonckheere_terpstra,example_count,example_count_vs_edge_coverage,,,,,False,increasing,No significant monotonic increasing trend detected (p=0.749).,1.0,,-1,llama 3.2 (3.2 B),3.5,0.7486256871564217,13.0
edge_coverage,Dependency Coverage,jonckheere_terpstra,example_count,example_count_vs_edge_coverage,,,,,False,increasing,No significant monotonic increasing trend detected (p=0.236).,1.0,,-2,llama 3.1 (8 B),1.5,0.23638180909545228,13.0
edge_coverage,Dependency Coverage,jonckheere_terpstra,example_count,example_count_vs_edge_coverage,,,,,False,increasing,No significant monotonic increasing trend detected (p=0.259).,1.0,,-3,mistral-nemo (12.2 B),1.5,0.2593703148425787,13.0
edge_coverage,Dependency Coverage,jonckheere_terpstra,example_count,example_count_vs_edge_coverage,,,,,False,increasing,No significant monotonic increasing trend detected (p=0.166).,2.0,,-1,llama 3.2 (3.2 B),1.0,0.16591704147926037,1.0
edge_coverage,Dependency Coverage,jonckheere_terpstra,example_count,example_count_vs_edge_coverage,,,,,False,increasing,No significant monotonic increasing trend detected (p=0.167).,2.0,,-2,llama 3.1 (8 B),1.0,0.16691654172913542,1.0
edge_coverage,Dependency Coverage,jonckheere_terpstra,example_count,example_count_vs_edge_coverage,,,,,False,increasing,No significant monotonic increasing trend detected (p=0.156).,2.0,,-3,mistral-nemo (12.2 B),1.0,0.15642178910544727,1.0
